63:1,8,6,1,4,6,1,4,5,6,3,3,4,3,7,2,8,1,5,3,6,7,4,7,1,5,4,7,6,7
64:7,2,8,7,6,3,3,8,9,7,6,2,7,8,3,6,5,6,9,5,7,2,9,1,2,5,4,8,8,5
65:4,5,7,9,7,9,9,4,1,1,4,6,7,4,8,6,1,1,4,7,2,4,3,6,4,8,3,3,5,5
66:1,3,3,6,2,7,3,9,8,3,4,4,3,8,9,9,3,9,1,1,8,9,2,1,2,2,2,5,9,5
67:6,8,5,6,3,1,2,2,2,8,8,9,6,9,7,2,4,8,7,8,3,2,7,6,1,1,4,3,7,1
68:8,5,5,2,4,5,8,1,7,2,3,4,7,9,4,3,5,6,2,6,1,4,7,3,1,9,1,5,3,2
69:1,7,2,8,2,7,6,7,8,7,6,8,3,2,6,1,6,1,2,4,9,5,5,6,2,8,1,1,4,2
70:4,2,8,3,4,1,6,9,7,9,2,4,2,8,5,1,5,2,7,2,9,8,7,9,4,2,2,4,7,7
71:4,2,1,8,8,6,5,2,6,7,6,4,5,3,1,5,2,1,1,4,8,1,3,9,9,6,4,1,3,8
72:7,3,5,8,7,4,9,4,1,5,3,4,4,8,5,5,9,7,5,9,4,8,7,2,7,5,6,8,3,4
73:5,4,6,7,4,8,2,2,5,6,7,9,2,6,7,4,1,8,4,4,9,9,6,8,3,4,4,5,5,5
74:1,8,8,4,5,1,6,5,5,8,3,3,5,5,6,1,2,7,9,5,2,2,8,4,6,8,9,7,4,2
75:7,8,2,5,3,5,8,3,2,7,5,7,4,4,7,7,2,9,9,6,1,3,4,2,9,2,9,6,7,4
76:1,9,1,6,9,3,5,8,1,2,2,5,1,3,1,8,1,6,8,5,7,8,7,4,1,8,2,4,6,9
77:6,4,7,6,2,2,1,1,6,5,5,7,6,7,1,9,1,4,9,1,2,9,7,8,1,1,2,6,4,3
78:8,4,2,4,6,7,7,1,3,3,3,6,3,6,9,5,4,3,4,7,5,9,7,3,5,4,3,6,9,5
79:2,2,4,5,9,8,5,8,4,5,8,8,4,8,3,6,7,3,6,1,1,8,8,5,9,9,8,3,3,6
80:2,7,6,4,4,5,2,1,7,2,7,6,7,9,5,6,4,8,1,1,4,6,8,8,9,1,4,8,5,1
81:6,7,5,4,6,7,5,7,4,4,7,4,1,5,4,5,6,1,7,3,9,4,3,7,9,9,4,8,7,9
82:6,5,8,9,4,7,4,2,2,4,7,6,9,1,1,5,8,8,4,9,3,2,1,9,4,5,8,2,5,6
83:8,7,8,2,4,5,9,6,7,5,6,9,7,8,8,1,2,7,4,6,3,7,1,3,5,5,2,4,4,8
84:3,1,3,9,3,5,8,6,6,1,7,2,4,8,5,4,2,4,8,5,8,6,5,5,6,6,1,8,5,4
85:8,9,7,8,8,9,6,9,2,8,9,4,3,8,2,5,6,2,6,8,3,7,7,5,7,3,8,4,8,4
86:7,1,3,9,5,5,3,1,9,5,9,9,8,7,8,6,7,2,3,6,3,2,1,5,5,5,4,9,8,8
87:6,2,2,6,4,7,8,6,9,2,7,7,4,9,1,8,3,8,5,6,1,1,1,1,3,2,6,9,2,1
88:7,6,6,9,9,5,5,8,8,3,2,7,3,4,6,9,3,5,5,8,5,4,6,1,5,7,3,3,1,6
89:9,9,7,8,8,7,4,9,5,5,5,7,3,6,8,3,5,4,7,3,3,4,4,1,7,2,4,1,5,8
90:3,8,2,9,8,8,4,2,2,1,4,6,4,6,1,7,6,8,5,3,5,7,8,1,1,4,1,3,8,4
91:6,6,5,2,3,5,4,1,9,2,4,9,1,1,4,5,7,3,9,5,2,8,2,1,4,1,4,2,8,7
92:1,3,7,4,7,6,9,7,8,9,3,8,3,5,7,4,7,2,2,9,8,9,3,8,3,5,8,7,1,8
93:3,2,5,1,7,3,4,3,5,1,4,6,2,9,7,7,5,7,4,6,6,3,1,5,5,7,4,7,2,5
94:2,7,9,7,7,8,9,5,9,1,2,3,2,4,3,2,6,3,3,7,5,7,6,7,8,7,3,7,1,5
95:1,4,2,8,2,7,6,3,2,7,3,1,3,8,2,3,9,3,3,2,8,2,3,5,1,2,8,7,1,1
96:8,8,6,6,5,1,8,7,9,3,5,2,2,1,1,9,7,5,9,6,8,4,9,7,2,1,3,1,7,3
97:3,6,7,4,7,6,8,8,8,8,9,2,2,6,6,5,3,8,8,4,7,9,8,8,3,9,8,3,8,9
98:8,7,2,9,4,9,3,1,6,9,3,2,2,5,7,5,9,7,4,1,1,3,1,1,1,8,4,4,4,6
99:7,7,9,1,2,2,5,9,4,3,5,1,6,1,9,3,1,8,8,3,7,9,5,1,2,6,1,1,2,6
100:9,2,6,5,2,4,3,1,6,1,3,4,5,4,5,5,7,2,5,9,1,9,2,8,5,2,4,7,2,3
101:6,9,1,9,9,3,1,8,5,8,1,2,5,1,7,7,8,3,2,6,3,1,5,8,7,1,6,9,1,2
102:1,4,5,1,1,5,5,7,7,6,7,4,1,4,4,7,6,7,2,1,8,8,4,2,2,1,7,6,2,5
103:9,7,9,2,5,6,5,6,1,2,6,4,1,5,5,9,7,7,7,5,3,2,2,8,7,8,9,4,4,4
104:2,1,2,2,1,5,9,1,7,2,6,5,4,3,9,3,9,3,8,2,3,1,5,6,7,5,1,3,8,4
105:6,7,3,4,9,9,6,4,2,3,4,9,1,3,3,1,6,7,9,5,9,9,9,1,4,1,2,2,1,3
106:1,4,4,9,2,1,1,8,5,1,8,8,4,6,6,8,7,9,8,9,3,3,2,1,4,9,5,2,5,1
107:9,8,9,4,1,1,5,6,1,5,1,1,7,4,8,8,5,3,1,8,8,5,5,6,5,3,5,6,1,4
108:9,2,1,8,6,4,5,7,5,1,6,5,6,8,1,4,6,3,8,1,6,6,9,1,2,8,3,5,2,3
109:3,5,6,3,1,1,8,7,9,9,4,6,2,9,7,6,8,6,4,8,8,4,5,4,5,3,3,6,2,6
110:4,5,8,1,7,9,7,9,1,6,7,7,8,2,9,4,2,4,6,3,4,6,4,7,4,8,1,8,5,6
111:5,7,4,1,6,7,4,6,3,3,3,4,2,1,4,9,7,8,6,7,2,7,9,6,2,3,2,3,1,5
112:1,4,2,8,2,7,6,3,2,7,3,1,3,8,2,3,9,3,3,2,8,2,3,5,1,2,8,7,8,1
113:3,9,1,6,4,3,6,8,5,4,9,9,6,1,3,8,6,3,6,9,5,2,8,2,2,9,6,2,2,7
114:8,6,3,9,5,2,3,5,2,3,4,9,2,7,8,2,9,6,2,4,1,4,8,8,2,8,7,4,4,4
115:9,4,6,5,6,9,7,7,5,3,4,7,1,4,5,7,9,6,2,9,1,5,1,8,3,3,4,1,1,6
116:2,3,4,6,5,9,4,5,2,3,6,8,7,3,3,8,3,7,2,7,3,2,9,1,6,7,6,5,1,7
117:4,9,7,1,2,6,7,8,8,8,1,7,5,4,7,6,5,7,6,6,3,8,9,4,4,2,5,1,3,3
118:9,8,9,6,5,2,7,3,6,7,8,9,6,4,6,7,1,8,4,5,6,2,4,2,4,2,1,2,6,2
119:3,3,1,3,1,1,8,6,2,7,5,6,4,7,1,9,6,6,8,1,5,9,6,4,3,8,6,1,6,3
120:5,3,5,3,2,3,9,1,5,5,4,3,8,5,8,5,3,6,9,3,4,7,6,8,8,2,7,9,6,8
121:9,5,8,1,5,1,2,7,9,7,2,8,6,2,8,6,6,3,6,7,1,6,7,7,2,3,6,7,9,8
122:1,4,9,9,9,9,2,5,7,3,9,6,8,1,9,4,2,7,4,6,3,2,9,9,2,4,5,1,3,4
123:1,5,6,3,1,1,8,7,9,9,4,6,2,9,7,6,8,6,4,8,8,4,5,4,5,3,3,6,2,6
124:9,2,9,5,2,7,7,1,1,6,6,8,4,3,9,4,2,6,8,6,4,8,9,7,8,7,3,3,8,2
125:5,5,5,2,4,5,1,1,9,1,2,2,1,7,6,2,6,7,3,6,5,4,7,8,5,2,7,4,9,9
126:4,5,7,9,7,9,9,4,1,1,4,6,7,4,8,6,1,1,4,7,2,4,3,6,3,8,3,3,5,2
127:4,9,7,5,6,4,3,5,5,1,5,4,2,4,7,9,7,3,2,1,3,7,1,2,8,1,5,8,2,2
128:4,9,2,8,9,6,6,3,8,2,5,7,2,5,3,4,8,3,3,1,8,5,6,3,3,4,3,2,1,2
129:1,9,1,6,9,3,5,8,1,2,2,5,1,3,1,8,1,6,8,5,7,8,7,4,6,8,2,4,6,9
130:1,3,1,5,6,4,1,8,2,7,7,2,1,2,2,2,7,1,6,2,7,5,3,2,1,1,6,2,7,7
131:2,3,1,6,2,7,4,7,6,4,8,1,6,7,6,7,8,8,4,7,8,1,9,9,2,9,6,7,9,4
132:4,8,7,1,4,3,2,1,5,7,1,3,5,3,9,7,7,1,3,8,3,6,1,9,3,8,2,9,7,8
133:2,7,2,5,9,7,7,2,7,5,8,7,7,9,4,5,5,6,8,7,6,3,7,5,8,4,4,1,4,7
134:4,7,6,3,1,1,1,4,8,6,1,7,5,9,8,3,9,6,9,8,6,7,5,4,1,1,7,4,5,6
135:1,3,7,6,2,7,3,9,8,3,4,4,3,8,9,9,3,9,1,1,8,9,2,1,2,2,2,5,9,8
136:2,4,3,4,1,9,7,3,5,6,2,5,7,8,8,3,2,2,4,6,5,2,6,8,2,2,1,4,2,8
137:9,8,8,4,6,3,7,3,2,3,1,2,4,2,6,2,1,5,2,8,4,3,2,5,4,2,5,2,8,4
138:2,1,8,7,7,6,4,1,6,6,4,7,8,6,3,9,9,6,6,5,2,1,7,3,8,8,9,5,9,8
139:3,3,6,3,3,7,8,3,5,3,7,1,6,3,2,3,5,3,4,8,8,6,2,1,9,7,4,1,4,5
140:7,2,3,8,5,8,8,7,8,6,6,9,6,4,6,3,3,1,5,3,7,2,7,8,5,4,7,6,5,5
141:7,9,4,9,7,6,7,8,3,3,6,3,4,5,9,9,3,3,4,8,5,1,2,6,6,6,8,1,1,5
142:8,9,7,8,8,9,6,9,2,8,9,4,3,8,2,5,6,2,6,8,3,7,7,5,7,7,8,4,8,4
143:9,1,4,2,4,1,2,3,2,9,7,8,3,1,2,1,7,2,5,7,6,3,2,2,9,9,6,9,6,9
144:3,2,8,6,9,7,6,5,5,6,1,3,6,4,2,1,5,5,6,2,2,6,1,2,4,3,3,2,2,7
145:8,6,5,8,8,1,5,6,2,8,4,5,8,9,6,3,8,4,3,8,5,1,9,2,4,7,9,9,7,3
146:9,7,5,5,5,5,1,3,6,4,5,3,7,5,4,2,7,1,2,4,4,2,6,1,6,3,8,2,9,6
147:4,3,5,8,3,9,9,7,8,2,2,3,8,2,4,3,4,1,8,4,1,1,4,3,9,2,5,1,2,1
148:9,7,7,9,7,7,9,6,1,1,2,5,6,2,6,8,2,3,2,6,5,6,9,9,9,8,3,3,7,1
149:4,1,8,6,8,5,8,6,8,1,8,3,1,9,2,5,2,4,4,9,9,3,9,7,1,5,5,6,6,4
150:8,3,1,7,7,6,4,3,2,1,6,8,3,9,6,1,4,3,6,4,1,3,9,8,5,9,1,6,4,6
151:3,6,2,8,6,2,4,8,7,5,1,9,8,1,5,6,5,3,1,5,5,4,2,1,7,7,4,1,9,4
152:7,9,1,2,1,7,4,8,5,7,8,1,6,5,3,2,8,7,4,6,9,3,2,8,3,4,4,2,5,5
153:2,1,8,2,2,6,5,1,2,2,1,1,3,4,7,7,1,6,5,4,2,5,5,4,7,5,9,5,7,5
154:1,9,9,4,1,5,3,8,5,1,2,6,1,4,4,2,4,3,3,8,3,5,8,6,4,8,4,2,3,8
155:6,5,8,2,4,9,1,9,7,4,1,6,6,8,1,3,2,1,4,6,4,8,6,3,8,2,6,1,9,1
156:3,2,7,7,2,8,6,2,9,8,9,6,3,8,4,6,5,5,9,5,6,9,1,7,4,8,2,4,5,6
157:5,4,7,1,7,6,3,5,3,9,8,5,4,9,8,1,2,2,8,1,2,3,9,2,9,6,6,4,8,9
158:2,5,8,8,3,5,2,3,1,2,5,4,3,6,1,6,2,7,5,6,9,1,1,9,1,7,8,4,4,9
159:9,1,5,7,8,9,5,9,3,3,3,6,4,5,6,1,2,9,5,1,8,9,1,9,7,8,2,7,8,5
160:6,6,5,2,3,5,4,1,9,2,4,9,1,1,4,6,7,3,9,5,2,8,2,1,4,1,4,2,8,7
161:3,6,7,1,3,7,2,2,3,2,5,8,4,5,9,6,6,2,9,2,6,6,8,5,3,8,9,5,4,8
162:2,3,2,8,4,6,9,3,8,9,8,9,8,7,9,4,6,8,6,1,7,6,6,7,9,6,3,7,9,1
163:5,6,4,8,6,4,9,5,9,7,2,3,5,8,7,7,3,2,9,8,2,5,4,2,2,7,4,8,4,5
164:6,4,7,5,6,6,7,6,9,4,6,3,3,2,5,9,7,6,3,2,9,3,4,9,8,2,3,2,6,1
165:9,4,6,2,7,7,3,8,7,7,3,3,4,3,2,2,6,2,3,9,5,7,1,5,9,4,9,4,9,5
166:5,4,1,1,1,7,2,5,3,3,7,2,5,9,4,2,7,6,2,2,6,1,4,9,7,3,6,6,2,5
167:3,5,9,4,5,8,6,1,2,8,7,9,4,3,1,7,3,9,1,3,7,4,5,4,7,5,6,2,7,6
168:5,2,2,1,7,4,3,4,5,1,3,3,4,5,5,3,9,6,2,3,9,9,8,2,1,5,4,4,7,2
169:8,3,6,1,9,3,5,9,7,1,8,3,6,8,9,9,3,7,7,3,1,7,8,7,7,2,5,8,9,9
170:5,3,8,2,4,4,1,2,6,5,8,7,8,8,9,2,9,6,7,4,9,8,4,2,2,1,7,9,7,9
171:8,2,6,6,2,2,9,3,3,5,5,8,6,1,2,8,2,4,6,8,3,5,7,4,6,7,2,8,1,9
172:3,5,9,1,1,4,7,1,2,1,1,1,4,1,4,9,5,6,5,8,4,1,4,8,1,2,9,8,5,2
173:4,2,1,8,4,6,5,2,6,7,6,4,5,3,1,5,2,1,1,4,8,1,3,9,9,6,4,1,3,2
174:2,8,2,3,9,8,3,4,6,2,1,6,4,5,1,9,9,4,2,7,8,5,4,3,9,6,8,2,6,5
175:6,7,2,5,8,1,8,6,1,1,2,6,9,5,6,3,6,5,6,8,8,9,7,1,4,8,5,1,8,6
176:7,6,4,1,9,8,2,7,2,6,5,9,3,8,6,7,7,8,5,6,3,5,7,4,1,8,4,7,3,4
177:1,5,6,3,1,1,8,7,9,9,4,6,2,9,7,6,8,6,4,8,8,4,5,4,5,3,3,6,2,6
178:6,1,2,6,1,1,9,7,5,1,6,9,7,9,1,9,4,7,6,3,3,4,1,8,6,7,8,3,1,4
179:3,1,3,6,8,3,8,9,4,1,9,4,9,6,3,1,6,3,7,5,2,1,7,9,1,8,9,2,9,5
180:2,3,2,8,4,4,9,3,8,9,8,9,8,7,9,4,6,8,6,1,7,6,6,7,9,6,3,7,9,1
181:6,8,9,7,5,1,5,6,3,4,1,1,2,1,9,2,9,2,2,8,2,2,1,1,7,8,9,6,3,1
182:5,7,8,2,4,4,1,2,6,5,8,7,8,8,9,2,9,6,7,4,9,8,4,2,2,1,7,9,7,8
183:6,7,5,1,2,1,4,7,2,8,3,6,1,6,8,5,7,2,3,4,7,5,8,2,9,2,7,1,6,9
184:5,3,5,3,5,9,1,1,6,1,6,8,3,3,6,8,6,7,9,6,8,7,9,8,8,6,4,2,1,7
185:5,3,2,7,3,6,4,2,4,4,7,6,8,1,2,9,3,9,6,4,1,3,3,1,5,6,5,9,3,5
186:8,7,5,2,2,9,1,5,6,3,3,6,2,8,9,9,5,6,9,2,9,4,3,4,1,9,7,1,3,3
187:6,7,3,4,9,9,6,4,2,3,4,9,1,3,3,1,6,7,9,5,9,9,9,1,4,1,2,2,1,1
188:7,4,1,6,6,8,1,3,6,3,1,4,4,3,7,3,8,3,6,8,5,2,6,6,3,5,1,8,4,2
189:5,8,4,2,7,3,1,3,8,1,3,9,2,7,5,9,3,2,9,5,7,6,2,3,7,3,5,9,1,9
190:1,9,1,6,9,3,5,8,1,2,2,5,1,3,1,8,1,6,8,5,7,8,7,4,1,8,2,4,6,8
191:2,7,6,6,1,5,6,2,7,5,7,6,3,7,6,1,6,9,1,7,7,5,3,8,3,7,5,1,2,8
192:2,6,5,2,4,8,4,3,3,8,1,1,7,9,9,5,9,2,9,1,4,2,6,3,2,5,5,2,4,8
193:2,2,7,2,6,8,4,7,9,9,6,8,6,8,5,9,1,7,8,6,9,3,2,3,9,6,8,3,1,5
194:7,2,3,8,4,8,8,7,8,6,6,9,6,4,6,3,3,1,5,3,7,2,7,8,5,4,7,6,5,5
195:8,3,6,1,9,3,5,9,7,1,8,3,6,8,9,9,3,7,7,3,1,7,8,7,7,2,5,8,9,3
196:9,1,3,8,8,2,5,3,6,1,8,9,4,9,5,3,4,2,3,3,1,9,2,3,9,3,2,9,8,7
197:1,5,6,1,3,6,4,3,6,1,6,1,9,3,8,1,7,3,7,5,2,4,9,5,4,3,7,4,9,9
198:7,7,3,9,2,6,7,6,9,8,9,9,3,5,5,3,8,1,5,4,6,3,3,6,9,5,8,8,7,8
199:6,7,3,4,9,9,6,4,2,3,4,9,1,3,3,1,6,7,9,4,9,9,9,1,4,1,2,2,1,3
200:3,5,8,7,7,3,8,7,8,6,1,6,5,6,9,3,1,1,5,1,5,3,1,6,2,5,7,3,7,4
201:4,2,5,4,7,3,5,4,6,5,4,8,1,2,8,4,6,7,5,7,3,3,8,5,8,3,5,9,8,9
202:7,3,1,9,2,1,8,7,6,5,9,6,3,3,5,1,1,1,7,7,9,8,7,9,5,1,3,9,5,6
203:8,1,2,5,5,8,2,7,6,3,2,6,9,4,4,2,5,2,7,2,6,2,5,4,9,9,3,4,8,3
204:3,2,5,1,7,3,4,3,5,1,4,6,2,9,7,7,5,7,4,6,6,3,1,5,5,7,4,7,2,2
205:8,3,8,8,1,4,4,7,2,7,6,4,7,5,9,8,3,3,3,6,1,6,4,8,6,8,5,5,5,9
206:6,9,9,6,1,8,1,6,3,8,7,4,9,5,8,9,7,6,2,7,1,1,6,1,5,5,6,8,4,9
207:9,5,8,1,5,1,2,7,9,7,2,8,6,2,8,6,6,3,6,7,1,6,7,7,2,3,6,2,9,8
208:5,4,1,1,1,7,2,5,3,3,7,2,5,9,4,6,7,6,2,2,6,1,4,9,7,3,6,6,2,8
209:5,4,1,1,1,7,2,5,3,3,7,2,5,9,4,2,7,6,2,2,6,1,4,9,7,3,6,6,2,8
210:2,2,1,1,5,3,2,2,3,3,4,1,1,9,5,3,6,3,2,7,5,6,7,4,7,6,8,8,4,8
211:6,5,8,4,3,7,6,7,6,5,8,8,6,3,5,6,2,1,7,1,7,7,2,5,4,4,9,2,5,7
212:2,7,5,1,2,9,4,2,4,1,2,1,2,2,2,2,5,1,1,8,2,8,6,9,4,9,2,8,4,5
213:7,2,8,3,3,4,5,4,2,6,1,9,3,8,7,6,5,5,4,7,1,1,4,1,4,6,6,8,6,9
214:3,6,2,8,6,2,4,8,7,5,1,9,8,1,5,6,5,3,1,5,5,4,2,1,7,7,4,1,4,4
215:2,6,5,2,4,8,4,3,3,8,1,1,7,9,9,5,9,2,9,1,4,2,6,3,2,5,5,8,4,8
216:7,9,1,9,1,9,4,4,3,7,5,1,7,7,6,8,2,6,3,2,1,6,8,1,2,8,5,5,1,9
217:1,7,6,6,8,3,9,1,5,3,7,4,4,5,8,2,8,4,9,4,2,4,3,6,9,4,6,5,4,9
218:4,9,5,6,7,9,7,4,1,5,4,5,9,3,9,4,4,9,6,3,4,7,6,2,3,2,7,7,6,4
219:8,6,2,4,3,9,7,4,8,4,6,9,9,9,8,7,3,5,3,9,8,5,4,6,1,4,7,7,4,1
220:3,3,4,3,8,6,1,5,8,7,3,9,4,5,5,4,5,5,7,7,6,1,2,9,9,6,3,2,5,7
221:6,8,3,7,4,4,8,4,5,6,3,9,5,6,2,6,3,2,1,6,7,2,5,5,2,2,3,1,2,7
222:7,4,7,5,7,3,9,8,7,4,5,8,1,2,3,7,3,2,4,8,2,9,5,1,7,6,4,6,2,2
223:6,5,8,2,4,9,1,9,7,4,1,6,6,8,1,3,2,1,4,6,4,8,6,3,8,2,6,1,9,9
224:6,8,5,5,2,9,6,2,8,3,7,3,1,7,4,1,4,6,6,3,2,1,4,3,6,3,3,8,1,8
225:5,7,3,7,4,3,8,4,1,2,2,2,5,1,1,3,5,3,2,3,3,6,6,5,7,2,2,6,9,1
